,corruption,accuracy,lr,state,n_subset
0,brightness,0.727,0.001,first layer,2000
0,contrast,0.4845,0.001,first layer,2000
0,defocus_blur,0.307,0.001,first layer,2000
0,elastic_transform,0.5725,0.001,first layer,2000
0,fog,0.634,0.001,first layer,2000
0,jpeg_compression,0.574,0.001,first layer,2000
0,motion_blur,0.5075,0.001,first layer,2000
0,pixelate,0.6385,0.001,first layer,2000
0,shot_noise,0.3445,0.001,first layer,2000
0,zoom_blur,0.528,0.001,first layer,2000
